Function,Optimizer,Run,Best_Fitness,DStar_Mean_Expl,DStar_Mean_Exploit,DStar_AUC_Expl,DStar_AUC_Exploit,DStar_Early_5,DStar_Early_10,DStar_Xover,DStar_Conv,Hussain_Mean_Expl,Hussain_Mean_Exploit,Hussain_AUC_Expl,Hussain_AUC_Exploit,Hussain_Early_5,Hussain_Early_10,Hussain_Xover,Hussain_Conv
F5,EES,24,19109.4708320865,5.709093624984212,94.29090637501578,5.684361412433726,94.26561357506003,42.60596216752596,31.779058374729555,22,227,5.774653174867222,94.22534682513277,5.749636953535495,94.20033803395825,43.09522156411594,32.14398858950754,24,228
F5,EES,25,21104.3493967201,7.822086425228664,92.17791357477134,7.798228008893941,92.15174697859979,49.10611622548439,36.00672466619745,43,347,8.2414009084053,91.7585990915947,8.216263526463322,91.73371146103042,51.7385220346926,37.936918264620715,46,350
F5,EES,26,23696.560666191595,5.96443132864529,94.0355686713547,5.9399492280951325,94.01002575939862,36.80754600808728,25.971314559115758,22,225,6.109853425475636,93.89014657452437,6.08477441330044,93.86520057419331,37.70497113124504,26.604535534012108,22,261
F5,EES,27,32885.86717174598,5.8672282246607965,94.13277177533921,5.844514545901774,94.10546044159196,40.14980286993005,27.523316608527892,20,239,6.501110547686885,93.49888945231312,6.475942933456982,93.47403205403677,44.487498513890124,30.496874684190576,31,251
F5,EES,28,10646.13255484173,6.793623757648254,93.20637624235175,6.770246706151946,93.1797282813418,50.19642309133608,36.427512029613254,37,270,7.3198285260699985,92.68017147393,7.294640789082734,92.65533419841101,54.0844213277177,39.24902985508061,43,276
F5,EES,29,32342.185171465535,4.998838715854238,95.00116128414575,4.97433807336185,94.9756369141319,31.62013572778344,22.813407577121367,14,227,5.140972529992096,94.8590274700079,5.115775251748044,94.83419973574571,32.51920264112325,23.462069559780204,14,228
F5,EES,30,11053.443470578086,5.042536027800114,94.95746397219988,5.018124768299177,94.93185021919457,38.662144626601616,28.230009214482937,19,284,5.168740011304378,94.83125998869562,5.143717789744986,94.80625719774876,39.629776119127364,28.936546480173856,19,285
F6,GWO,1,33291.91454139039,13.34613433513805,86.65386566486195,13.321128642171406,86.6288713578286,34.15340187454815,30.429827388337657,7,1132,13.346134335171422,86.65386566482857,13.321128642204716,86.62887135779529,34.15340187463355,30.429827388413745,7,1132
F6,GWO,2,23798.572701842033,14.152678012899491,85.8473219871005,14.12767196398327,85.82232803601673,35.56712856784537,32.15683458593702,9,1143,14.15267801293429,85.84732198706571,14.12767196401801,85.822328035982,35.567128567932826,32.15683458601608,9,1143
F6,GWO,3,19125.823513709212,14.447192259005137,85.55280774099487,14.42218628230301,85.52781371769699,37.62110658488467,34.25114390229663,6,1172,14.447192259041294,85.5528077409587,14.422186282339105,85.5278137176609,37.62110658497884,34.25114390238235,6,1172
F6,GWO,4,25262.292667460995,14.475444160642184,85.52455583935782,14.45043871090742,85.49956128909258,37.75413105876282,33.19682862162864,6,1196,14.475444160677952,85.52455583932205,14.450438710943125,85.49956128905687,37.75413105885611,33.19682862171067,6,1196
F6,GWO,5,14434.748781807222,13.844691270804505,86.1553087291955,13.819685617137065,86.13031438286293,37.51766326161485,33.90354756500521,7,1058,13.844691270838721,86.15530872916128,13.81968561717122,86.13031438282879,37.517663261707575,33.903547565089,7,1058
F6,GWO,6,35232.6734952881,14.945384920262605,85.05461507973739,14.920379300631573,85.02962069936844,41.28441676936809,38.35173568067225,5,1149,14.945384920299613,85.0546150797004,14.920379300668523,85.02962069933149,41.28441676947032,38.35173568076722,5,1149
F6,GWO,7,135426.05005817025,12.956454003443636,87.04354599655638,12.931449035602833,87.01855096439718,35.852516914895425,30.526173242981976,8,1007,12.956454003475171,87.04354599652483,12.931449035634307,87.0185509643657,35.85251691498268,30.526173243056274,8,1007
F6,GWO,8,14020.326567927685,13.385081622525146,86.61491837747485,13.360076077406454,86.58992392259354,37.71333764795295,32.20716195388556,11,1121,13.385081622558356,86.61491837744164,13.360076077439604,86.5899239225604,37.71333764804652,32.20716195396547,11,1121
F6,GWO,9,31206.573044427394,15.20027745320085,84.79972254679913,15.175271116099548,84.77472888390047,39.96422977193527,36.19632930865693,5,1234,15.200277453238417,84.7997225467616,15.17527111613705,84.77472888386295,39.96422977203403,36.19632930874637,5,1234
F6,GWO,10,27379.266065454452,13.658641418424857,86.34135858157514,13.633636899901493,86.31636310009851,38.01527847961202,33.50577140749651,7,1117,13.658641418458265,86.34135858154174,13.633636899934839,86.31636310006516,38.01527847970501,33.505771407578465,7,1117
F6,GWO,11,35282.65241430197,14.042131183498158,85.95786881650184,14.017125727109963,85.93287427289005,37.274144529964595,33.055121824152636,7,1104,14.042131183532872,85.95786881646711,14.017125727144613,85.93287427285537,37.27414453005674,33.05512182423435,7,1104
F6,GWO,12,41107.231982258796,16.656506308866593,83.3434936911334,16.631499580749388,83.3185004192506,39.16596129338659,35.59835872671271,6,1297,16.65650630890724,83.34349369109276,16.63149958078997,83.31850041921003,39.16596129348216,35.59835872679958,6,1297
F6,GWO,13,48341.40743984982,14.44344748337245,85.55655251662755,14.41844191633497,85.53155808366503,37.407482271729165,34.19230935683239,7,1165,14.44344748340822,85.55655251659178,14.418441916370679,85.53155808362932,37.40748227182181,34.192309356917065,7,1165
F6,GWO,14,298391.67727573484,13.859046651562243,86.14095334843776,13.834040454112127,86.11595954588788,35.65625996972158,30.666013946984776,5,1155,13.859046651595463,86.14095334840452,13.834040454145288,86.11595954585471,35.656259969807046,30.666013947058282,5,1155
F6,GWO,15,7842.91347706663,14.712675397597316,85.28732460240269,14.68766890193943,85.26233109806056,37.8202600042942,34.368535405058566,5,1167,14.712675397633621,85.28732460236638,14.687668901975679,85.26233109802432,37.82026000438754,34.36853540514338,5,1167
